,State name,District,Population,Male,Female,Literate,Male_Literate,Female_Literate,Rural_Households,Urban_Households,Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Absolute_Dilapidated,Absolute_Latrine_premise,Absolute_Livable,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise,Households_Total,Percent_Diff_Rural,Percent_Diff_Urban
203,UTTARAKHAND,Almora,622506.0,291081.0,331425.0,436497.0,231604.0,204893.0,260056.0,21082.0,281138.0,351595.0,141238.0,128994.0,679.0,Rural,100,24.1,1.7,51.6,4779.346,145067.208,67754.258,62673.49600000001,4420.952,377255978.43648005,5080.762,358.394,30583068.790560003,281138.0,-77.2332043492725,-79.24284940678383
204,UTTARAKHAND,Almora,622506.0,291081.0,331425.0,436497.0,231604.0,204893.0,260056.0,21082.0,281138.0,351595.0,141238.0,128994.0,679.0,Total,100,23.2,1.7,55.3,4779.346,155469.31399999998,65224.015999999996,60332.992,4420.952,404307279.21584,4891.023999999999,358.394,32776040.777479995,281138.0,64.08975038489689,180.49494411921233
205,UTTARAKHAND,Almora,622506.0,291081.0,331425.0,436497.0,231604.0,204893.0,260056.0,21082.0,281138.0,351595.0,141238.0,128994.0,679.0,Urban,100,14.5,1.3,91.9,3654.7940000000003,258365.82200000004,40765.01,37708.12,3380.728,671895822.0603201,3056.89,274.06600000000003,54468682.594040014,281138.0,,-57.555868733642036
206,UTTARAKHAND,Champawat,259648.0,131125.0,128523.0,177726.0,102015.0,75711.0,85202.0,12839.0,98041.0,156916.0,60722.0,41913.0,97.0,Rural,100,40.3,6.0,40.4,5882.46,39608.564,39510.523,34336.405999999995,5112.12,33747288.69928,5174.116999999999,770.34,5085343.531959999,98041.0,-91.86656127810362,-68.86307416209924
207,UTTARAKHAND,Champawat,259648.0,131125.0,128523.0,177726.0,102015.0,75711.0,85202.0,12839.0,98041.0,156916.0,60722.0,41913.0,97.0,Total,100,38.5,6.0,46.4,5882.46,45491.024,37745.785,32802.77,5112.12,38759262.268479995,4943.015,770.34,5840592.5713599995,98041.0,-85.11201547475305,-53.84145245371202
208,UTTARAKHAND,Champawat,259648.0,131125.0,128523.0,177726.0,102015.0,75711.0,85202.0,12839.0,98041.0,156916.0,60722.0,41913.0,97.0,Urban,100,28.1,5.9,79.9,5784.419,78334.759,27549.521,23941.762000000002,5026.918000000001,66742781.36318001,3607.759,757.5010000000001,10057399.708010001,98041.0,,-70.96102956144121
209,UTTARAKHAND,Nainital,954605.0,493666.0,460939.0,696500.0,385779.0,310721.0,193086.0,105577.0,298663.0,562548.0,243095.0,147053.0,1909.0,Rural,100,31.7,5.1,69.4,15231.812999999998,207272.12200000003,94676.171,61208.262,9847.386,400213449.48492,33467.909,5384.427,218831688.24394006,298663.0,-51.943911417072975,143.5062389002929
210,UTTARAKHAND,Nainital,954605.0,493666.0,460939.0,696500.0,385779.0,310721.0,193086.0,105577.0,298663.0,562548.0,243095.0,147053.0,1909.0,Total,100,27.0,4.3,79.5,12842.508999999998,237437.085,80639.01,52133.22,8302.697999999999,458457769.9431,28505.79,4539.811,250678951.23044997,298663.0,-72.9134021746602,
211,UTTARAKHAND,Nainital,954605.0,493666.0,460939.0,696500.0,385779.0,310721.0,193086.0,105577.0,298663.0,562548.0,243095.0,147053.0,1909.0,Urban,100,19.8,3.0,94.8,8959.89,283132.524,59135.274000000005,38231.028000000006,5792.58,546689265.29064,20904.246,3167.31,298922824.86348,298663.0,,51.17414588046623
212,UTTARAKHAND,Udham Singh Nagar,1648902.0,858783.0,790119.0,1037839.0,598525.0,439314.0,269406.0,145253.0,414659.0,1042614.0,392370.0,212223.0,1695.0,Rural,100,45.9,6.7,56.9,27782.153000000002,235940.971,190328.48099999997,123657.354,18050.202,635639132.33226,66671.12700000001,9731.951,342711338.60662997,414659.0,-44.598357318241824,505.22083333333336
213,UTTARAKHAND,Udham Singh Nagar,1648902.0,858783.0,790119.0,1037839.0,598525.0,439314.0,269406.0,145253.0,414659.0,1042614.0,392370.0,212223.0,1695.0,Total,100,42.6,5.8,69.3,24050.221999999998,287358.687,176644.73400000003,114766.95599999999,15625.548,774161544.29922,61877.778,8424.674,417397113.62811,414659.0,-37.731335418154586,281.78257898333595
214,UTTARAKHAND,Udham Singh Nagar,1648902.0,858783.0,790119.0,1037839.0,598525.0,439314.0,269406.0,145253.0,414659.0,1042614.0,392370.0,212223.0,1695.0,Urban,100,36.4,4.0,92.0,16586.36,381486.28,150935.876,98063.784,10776.24,1027746927.4968001,52872.092000000004,5810.12,554120266.2884,414659.0,-70.30272031605844,52.03529448706811
215,UTTARAKHAND,Hardwar,1890422.0,1005295.0,885127.0,1178354.0,691411.0,486943.0,301828.0,186183.0,488011.0,1207120.0,435385.0,246229.0,1688.0,Rural,100,48.3,5.3,50.2,25864.583,244981.52200000003,235709.31299999997,145782.924,15996.883999999998,739422828.22216,89926.38900000001,9867.699,456113947.1052601,488011.0,-69.7777297150078,54.25269262634631
216,UTTARAKHAND,Hardwar,1890422.0,1005295.0,885127.0,1178354.0,691411.0,486943.0,301828.0,186183.0,488011.0,1207120.0,435385.0,246229.0,1688.0,Total,100,39.4,4.1,66.6,20008.450999999997,325015.326,192276.33399999997,118920.23199999999,12374.947999999999,980987258.15928,73356.102,7633.503,605123284.40658,488011.0,-41.497698308862724,388.24640075525133
217,UTTARAKHAND,Hardwar,1890422.0,1005295.0,885127.0,1178354.0,691411.0,486943.0,301828.0,186183.0,488011.0,1207120.0,435385.0,246229.0,1688.0,Urban,100,25.3,2.2,92.6,10736.242000000002,451898.1859999999,123466.78300000001,76362.484,6640.216000000001,1363955256.8400798,47104.299000000006,4096.026000000001,841357599.6403798,488011.0,-52.2812143288528,344.79669358306654
218,HARYANA,Panchkula,561293.0,299679.0,261614.0,405318.0,229862.0,175456.0,70895.0,93656.0,164551.0,309078.0,157076.0,93606.0,1533.0,Rural,100,35.2,4.9,44.0,8062.999,72402.44,57921.952000000005,24955.04,3473.855,51329709.838,32966.912000000004,4589.144,67809229.2064,164551.0,-89.89124839767126,22.748659877586864
219,HARYANA,Panchkula,561293.0,299679.0,261614.0,405318.0,229862.0,175456.0,70895.0,93656.0,164551.0,309078.0,157076.0,93606.0,1533.0,Total,100,27.5,4.8,70.7,7898.447999999999,116337.55700000002,45251.525,19496.125,3402.96,82477511.03515,25755.4,4495.488,108957102.38392001,164551.0,-89.86225131092195,81.87750029129607
220,HARYANA,Panchkula,561293.0,299679.0,261614.0,405318.0,229862.0,175456.0,70895.0,93656.0,164551.0,309078.0,157076.0,93606.0,1533.0,Urban,100,22.7,4.7,87.6,7733.897000000001,144146.676,37353.077,16093.165,3332.065,102192785.9502,21259.911999999997,4401.832,135002010.87456,164551.0,-93.0013356644116,115.3704640573978
221,HARYANA,Ambala,1128350.0,598703.0,917429.9671951886,818025.0,461288.0,356737.0,175365.0,139891.0,315256.0,617859.0,308126.0,201685.0,680.0,Rural,100,44.2,4.3,51.1,13556.008,161095.816,139343.152,77511.33000000002,7540.695,282505677.7284,61831.822,6015.312999999999,225358547.96056,315256.0,-70.4959983310256,0.46176605768125933
222,HARYANA,Ambala,1128350.0,598703.0,917429.9671951886,818025.0,461288.0,356737.0,175365.0,139891.0,315256.0,617859.0,308126.0,201685.0,680.0,Total,100,37.0,3.9,68.7,12294.983999999999,216580.872,116644.72,64885.05,6839.235,379807046.1828,51759.67,5455.749,302977147.64952,315256.0,-53.07281854769652,565.925643833008
223,HARYANA,Ambala,1128350.0,598703.0,917429.9671951886,818025.0,461288.0,356737.0,175365.0,139891.0,315256.0,617859.0,308126.0,201685.0,680.0,Urban,100,28.4,3.3,89.3,10403.447999999999,281523.608,89532.704,49803.66,5787.045,493693875.1692,39729.044,4616.403,393826190.46728003,315256.0,-66.43905482396126,7.086210328092227
224,HARYANA,Yamunanagar,1214205.0,646718.0,567487.0,832457.0,474793.0,357664.0,214464.0,143259.0,357723.0,1107880.7532751092,317708.0,302863.84975503536,298.0,Rural,100,47.1,6.4,46.0,22894.272,164552.58,168487.533,101012.54400000001,13725.696000000002,352906045.1712,67474.989,9168.576000000001,235736380.58219996,357723.0,-49.60949615135196,674.7079818299806
225,HARYANA,Yamunanagar,1214205.0,646718.0,567487.0,832457.0,474793.0,357664.0,214464.0,143259.0,357723.0,1107880.7532751092,317708.0,302863.84975503536,298.0,Total,100,41.6,5.4,65.2,19317.042,233235.396,148812.768,89217.024,11581.056,500205959.67744005,59595.744000000006,7735.986000000001,334130695.95564,357723.0,-3.516719827605598,67.00356718192629
226,HARYANA,Yamunanagar,1214205.0,646718.0,567487.0,832457.0,474793.0,357664.0,214464.0,143259.0,357723.0,1107880.7532751092,317708.0,302863.84975503536,298.0,Urban,100,33.9,4.0,91.9,14308.92,328747.43700000003,121268.097,72703.296,8578.56,705044903.28768,48564.801,5730.36,470960290.7718301,357723.0,21.9362981999295,351.0247772565564
227,HARYANA,Kurukshetra,964655.0,510976.0,453679.0,646893.0,370828.0,276065.0,203553.0,88268.0,291821.0,552034.0,250830.0,160216.0,1575.0,Rural,100,46.0,4.3,69.1,12548.303,201648.311,134237.66,93634.38,8752.778999999999,410461186.48982996,40603.28,3795.5239999999994,177990931.15348,291821.0,87.96505775996602,262.5713698911481
228,HARYANA,Kurukshetra,964655.0,510976.0,453679.0,646893.0,370828.0,276065.0,203553.0,88268.0,291821.0,552034.0,250830.0,160216.0,1575.0,Total,100,41.1,4.0,76.0,11672.84,221783.96,119938.431,83660.28300000001,8142.12,451447904.09879994,36278.148,3530.72,195764265.8128,291821.0,,-13.903357328183219
229,HARYANA,Kurukshetra,964655.0,510976.0,453679.0,646893.0,370828.0,276065.0,203553.0,88268.0,291821.0,552034.0,250830.0,160216.0,1575.0,Urban,100,29.6,3.5,92.4,10213.735,269642.60400000005,86379.016,60251.68800000001,7124.355,548865609.7201201,26127.328,3089.38,238008133.69872007,291821.0,-69.06447048667839,-84.01240348268348
230,HARYANA,Kaithal,1074304.0,571003.0,503301.0,646529.0,385782.0,260747.0,231091.0,75696.0,306787.0,630194.0,265813.0,176320.0,1977.0,Rural,100,48.5,4.8,57.7,14725.775999999998,177016.09900000002,148791.695,112079.135,11092.368,409068273.34009004,36712.56,3633.408,133994106.29904002,306787.0,-46.82172041080727,-2.161100196463654
231,HARYANA,Kaithal,1074304.0,571003.0,503301.0,646529.0,385782.0,260747.0,231091.0,75696.0,306787.0,630194.0,265813.0,176320.0,1977.0,Total,100,45.8,4.6,63.4,14112.202,194502.958,140508.446,105839.67799999999,10630.185999999998,449478830.67178,34668.768,3482.0159999999996,147230959.08768,306787.0,-22.77712429657947,113.80031069058043
232,HARYANA,Kaithal,1074304.0,571003.0,503301.0,646529.0,385782.0,260747.0,231091.0,75696.0,306787.0,630194.0,265813.0,176320.0,1977.0,Urban,100,36.9,4.1,82.7,12578.267,253712.84900000002,113204.40299999999,85272.579,9474.730999999998,586307559.88259,27931.824,3103.5359999999996,192050478.17904004,306787.0,-28.926349329371998,394.77743643375385
233,HARYANA,Karnal,1505324.0,797712.0,707612.0,978013.0,564516.0,413497.0,292682.0,135920.0,428602.0,884972.0,380409.0,234684.0,5259.0,Rural,100,47.5,4.9,68.6,21001.498000000003,294020.972,203585.95,139023.95,14341.418,860546461.2690401,64562.0,6660.08,399633305.14239997,428602.0,-42.87827660168272,42.0598256652522
234,HARYANA,Karnal,1505324.0,797712.0,707612.0,978013.0,564516.0,413497.0,292682.0,135920.0,428602.0,884972.0,380409.0,234684.0,5259.0,Total,100,41.7,4.2,75.9,18001.284,325308.918,178727.034,122048.394,12292.644000000002,952120647.3807601,56678.64,5708.64,442159881.34559995,428602.0,-31.66281803726905,177.35379341305148
235,HARYANA,Karnal,1505324.0,797712.0,707612.0,978013.0,564516.0,413497.0,292682.0,135920.0,428602.0,884972.0,380409.0,234684.0,5259.0,Urban,100,29.3,2.6,91.6,11143.652,392599.432,125580.386,85755.826,7609.732000000001,1149067869.5662398,39824.56,3533.92,533621147.9743999,428602.0,-57.965442510222054,22.140148451681313
236,HARYANA,Panipat,1205437.0,646857.0,558580.0,786599.0,464136.0,322463.0,173502.0,153804.0,327306.0,739075.0,298764.0,167244.0,354.0,Rural,100,47.6,4.2,66.7,13746.851999999999,218313.10199999998,155797.656,82586.952,7287.084,378777598.2320399,73210.704,6459.768,335774283.40007997,327306.0,,239.35088145091896
237,HARYANA,Panipat,1205437.0,646857.0,558580.0,786599.0,464136.0,322463.0,173502.0,153804.0,327306.0,739075.0,298764.0,167244.0,354.0,Total,100,43.5,3.5,80.2,11455.71,262499.412,142378.11,75473.37,6072.57,455441729.80824006,66904.74,5383.14,403734595.63248,327306.0,,398.538134906486
238,HARYANA,Panipat,1205437.0,646857.0,558580.0,786599.0,464136.0,322463.0,173502.0,153804.0,327306.0,739075.0,298764.0,167244.0,354.0,Urban,100,39.0,2.9,94.9,9491.874,310613.39400000003,127649.34,67665.78,5031.558,538920450.85788,59983.56,4460.316,477735824.50776,327306.0,-7.049180327868852,446.7225934878431
239,HARYANA,Sonipat,1450001.0,781299.0,668702.0,998316.0,589881.0,408435.0,347331.97052280314,133576.0,417434.0,855201.0,360216.0,233318.0,1266.0,Rural,100,50.2,4.7,56.2,19619.398,234597.908,209551.86800000002,174360.6492024472,16324.602614571748,814833536.6616728,67055.152,6278.072000000001,313366501.59008,480907.97052280314,158.55849637679452,1241.124497991968
240,HARYANA,Sonipat,1450001.0,781299.0,668702.0,998316.0,589881.0,408435.0,347331.97052280314,133576.0,417434.0,855201.0,360216.0,233318.0,1266.0,Total,100,45.4,4.3,68.1,17949.662,284272.554,189515.03599999996,157688.7146173526,14935.274732480533,987369463.4636997,60643.50399999999,5743.767999999999,379719906.73104006,480907.97052280314,2909.026860632445,6365.440464666021
241,HARYANA,Sonipat,1450001.0,781299.0,668702.0,998316.0,589881.0,408435.0,347331.97052280314,133576.0,417434.0,855201.0,360216.0,233318.0,1266.0,Urban,100,35.6,3.4,92.2,14192.756,384874.14800000004,148606.50400000002,123650.18150611792,11809.286997775307,1336790962.2812498,47553.056000000004,4541.584,514099491.9324801,480907.97052280314,982.3345190950831,6982.502651113468
242,HARYANA,Jind,1334152.0,713006.0,621146.0,832758.0,502049.0,330709.0,278335.0,89665.0,368000.0,784085.0,335704.0,213478.0,885.0,Rural,100,51.1,5.0,51.3,18400.0,188784.0,188048.0,142229.185,13916.75,525451946.4,45818.815,4483.25,169273173.6,368000.0,793.9617793480006,998.4319490383438
243,HARYANA,Jind,1334152.0,713006.0,621146.0,832758.0,502049.0,330709.0,278335.0,89665.0,368000.0,784085.0,335704.0,213478.0,885.0,Total,100,47.0,4.4,59.9,16192.000000000002,220432.0,172960.0,130817.45,12246.74,613539407.2,42142.55,3945.2600000000007,197650352.8,368000.0,585.1154433121646,115.99778377336673
244,HARYANA,Jind,1334152.0,713006.0,621146.0,832758.0,502049.0,330709.0,278335.0,89665.0,368000.0,784085.0,335704.0,213478.0,885.0,Urban,100,33.9,2.8,87.6,10303.999999999998,322367.99999999994,124752.0,94355.565,7793.38,897262972.7999998,30396.435,2510.62,289051267.2,368000.0,2493.9888164026092,3556.8107667210443
245,HARYANA,Fatehabad,942011.0,495360.0,446651.0,557578.0,327471.0,230107.0,203020.0,55360.0,258380.0,555745.0,237009.0,147469.0,7121.289315068493,Rural,100,46.4,5.7,72.9,14727.66,188359.02,119888.32,94201.28,11572.14,382406482.40400004,25687.04,3155.52,104275553.47199999,258380.0,1034.8873609480686,
246,HARYANA,Fatehabad,942011.0,495360.0,446651.0,557578.0,327471.0,230107.0,203020.0,55360.0,258380.0,555745.0,237009.0,147469.0,7121.289315068493,Total,100,43.9,5.5,76.4,14210.9,197402.32,113428.82,89125.78,11166.1,400766190.064,24303.04,3044.8,109281924.35200001,258380.0,1299.8483072467766,961.5532118887824
247,HARYANA,Fatehabad,942011.0,495360.0,446651.0,557578.0,327471.0,230107.0,203020.0,55360.0,258380.0,555745.0,237009.0,147469.0,7121.289315068493,Urban,100,33.8,4.9,90.9,12660.62,234867.42,87332.44,68620.76,9947.980000000001,476827836.084,18711.679999999997,2712.64,130022603.71200001,258380.0,,83.43273691186216
248,HARYANA,Sirsa,1295189.0,682582.0,612607.0,782897.0,456968.0,325929.0,245476.0,93316.0,338792.0,750228.0,334344.0,208185.0,2432.0,Rural,100,41.7,5.9,87.5,19988.728,296443.0,141276.264,102363.49200000001,14483.084,727696418.68,38912.772000000004,5505.644,276628749.88,338792.0,1588.0484114977307,1897.3458904109589
249,HARYANA,Sirsa,1295189.0,682582.0,612607.0,782897.0,456968.0,325929.0,245476.0,93316.0,338792.0,750228.0,334344.0,208185.0,2432.0,Total,100,39.5,5.4,89.7,18294.768,303896.424,133822.84,96963.02,13255.704000000002,745992785.7782401,36859.82,5039.064,283583987.01984,338792.0,1002.173132183908,997.4479595436903
250,HARYANA,Sirsa,1295189.0,682582.0,612607.0,782897.0,456968.0,325929.0,245476.0,93316.0,338792.0,750228.0,334344.0,208185.0,2432.0,Urban,100,33.0,4.1,95.9,13890.472,324901.528,111801.36,81007.08,10064.515999999998,797555274.87328,30794.28,3825.9559999999997,303185109.86847997,338792.0,,879.7984040319193
251,HARYANA,Hisar,1743931.0,931562.0,812369.0,1114311.0,670200.0,444111.0,347331.97052280314,154113.0,456126.0,1017830.0,456536.0,265109.0,4456.0,Rural,100,46.5,5.5,62.5,25086.93,285078.75,212098.59,161509.36629310346,19103.258378754173,990169639.9167757,71662.545,8476.215,439343413.9875,501444.97052280314,3953.354773285134,6962.923923006416
252,HARYANA,Hisar,1743931.0,931562.0,812369.0,1114311.0,670200.0,444111.0,347331.97052280314,154113.0,456126.0,1017830.0,456536.0,265109.0,4456.0,Total,100,41.9,4.8,71.1,21894.048,324305.58599999995,191116.794,145532.0956490545,16671.93458509455,1126416982.369324,64573.347,7397.424,499797067.7521799,501444.97052280314,939.2315556304325,2271.6989843028623
253,HARYANA,Hisar,1743931.0,931562.0,812369.0,1114311.0,670200.0,444111.0,347331.97052280314,154113.0,456126.0,1017830.0,456536.0,265109.0,4456.0,Urban,100,32.2,3.3,89.5,15052.157999999998,408232.77,146872.57200000001,111840.89450834261,11461.955027252503,1417922924.3608227,49624.386000000006,5085.728999999999,629139768.8301,501444.97052280314,1785.6241613615805,2270.9692307692308
254,HARYANA,Bhiwani,1634445.0,866672.0,767773.0,1069871.0,643158.0,426713.0,357047.0,99235.0,456282.0,964960.0,405760.0,261428.0,2297.0,Rural,100,45.9,5.3,49.2,24182.946,224490.74400000004,209433.438,163884.57299999997,18923.490999999998,801537466.7296802,45548.865,5259.455,222773389.80840003,456282.0,1871.3284010600705,
255,HARYANA,Bhiwani,1634445.0,866672.0,767773.0,1069871.0,643158.0,426713.0,357047.0,99235.0,456282.0,964960.0,405760.0,261428.0,2297.0,Total,100,45.0,5.1,56.9,23270.381999999998,259624.458,205326.9,160671.15,18209.397,926981338.5552601,44655.75,5060.985,257638330.89630002,456282.0,1819.2979626941892,8987.454212454213
256,HARYANA,Bhiwani,1634445.0,866672.0,767773.0,1069871.0,643158.0,426713.0,357047.0,99235.0,456282.0,964960.0,405760.0,261428.0,2297.0,Urban,100,41.6,4.4,86.8,20076.408,396052.776,189813.312,148531.55200000003,15710.068000000001,1414094555.12472,41281.76,4366.34,393022972.2636,456282.0,17274.5498783455,8345.531914893618
257,HARYANA,Rohtak,1061204.0,568479.0,492725.0,747582.0,436025.0,311557.0,347331.97052280314,131739.0,306942.0,605741.0,269354.0,185685.0,424.0,Rural,100,49.3,4.7,58.4,14426.274000000001,179254.128,151322.406,171234.66146774194,16324.602614571748,622606895.0258678,64947.32699999999,6191.733,236147595.68592,479070.97052280314,2794.433087690026,3235.1645569620255
258,HARYANA,Rohtak,1061204.0,568479.0,492725.0,747582.0,436025.0,311557.0,347331.97052280314,131739.0,306942.0,605741.0,269354.0,185685.0,424.0,Total,100,42.4,3.9,72.9,11970.738000000001,223760.718,130143.408,147268.75550166852,13545.946850389322,777192511.0853726,55857.335999999996,5137.821,294780132.28602,479070.97052280314,933.7568693199296,1058.4505803728457
259,HARYANA,Rohtak,1061204.0,568479.0,492725.0,747582.0,436025.0,311557.0,347331.97052280314,131739.0,306942.0,605741.0,269354.0,185685.0,424.0,Urban,100,33.3,2.7,92.1,8287.434000000001,282693.582,102211.686,115661.54618409343,9377.963204115686,981885188.9020963,43869.08699999999,3556.9530000000004,372417697.99097997,479070.97052280314,5664.845983780965,
260,HARYANA,Jhajjar,958405.0,514667.0,443738.0,676091.0,399480.0,276611.0,211816.0,78328.0,290144.0,549975.0,245095.0,162356.0,979.0,Rural,100,45.1,4.9,58.5,14217.056,169734.24,130854.944,95529.016,10378.984,359524277.7984,35325.928,3838.072,132949435.50719999,290144.0,385.7385282179467,956.3452461227243
261,HARYANA,Jhajjar,958405.0,514667.0,443738.0,676091.0,399480.0,276611.0,211816.0,78328.0,290144.0,549975.0,245095.0,162356.0,979.0,Total,100,44.0,4.8,67.4,13926.912,195557.056,127663.36,93199.04,10167.168,414221133.73696,34464.32,3759.7439999999997,153175930.82368,290144.0,464.3009377664109,
262,HARYANA,Jhajjar,958405.0,514667.0,443738.0,676091.0,399480.0,276611.0,211816.0,78328.0,290144.0,549975.0,245095.0,162356.0,979.0,Urban,100,40.9,4.5,91.7,13056.48,266062.048,118668.896,86632.744,9531.72,563561987.59168,32036.152,3524.76,208401080.95744,290144.0,577.4426711868743,1195.9629384513566
263,HARYANA,Mahendragarh,922088.0,486665.0,435423.0,630255.0,676509.856056491,249815.0,223726.0,44216.0,267942.0,530000.0,229392.0,161258.0,1438.0,Rural,100,42.1,3.1,39.0,8306.202000000001,104497.38,112803.58200000001,94188.646,6935.505999999999,233787808.3788,18614.936,1370.6960000000001,46204561.5408,267942.0,481.1215875737032,441.19951040391675
264,HARYANA,Mahendragarh,922088.0,486665.0,435423.0,630255.0,676509.856056491,249815.0,223726.0,44216.0,267942.0,530000.0,229392.0,161258.0,1438.0,Total,100,41.4,3.0,44.3,8038.26,118698.306,110927.98799999998,92622.564,6711.78,265558972.08156,18305.424,1326.48,52483642.98096,267942.0,355.5053343106116,-29.651727045646194
265,HARYANA,Mahendragarh,922088.0,486665.0,435423.0,630255.0,676509.856056491,249815.0,223726.0,44216.0,267942.0,530000.0,229392.0,161258.0,1438.0,Urban,100,37.2,2.8,77.2,7502.376,206851.22400000002,99674.424,83226.072,6264.3279999999995,462779969.40624,16448.352000000003,1238.0479999999998,91461337.20384,267942.0,475.0867542348919,506.1137765592872
266,HARYANA,Rewari,900332.0,474335.0,425997.0,636947.0,676509.856056491,261494.0,199449.0,69305.0,268754.0,518747.0,230704.0,150557.0,324.0,Rural,100,41.7,3.3,49.8,8868.882,133839.492,112070.418,83170.23300000001,6581.816999999999,266941528.39908,28900.185,2287.065,92757459.93059999,268754.0,,633.3086445878743
267,HARYANA,Rewari,900332.0,474335.0,425997.0,636947.0,676509.856056491,261494.0,199449.0,69305.0,268754.0,518747.0,230704.0,150557.0,324.0,Total,100,39.0,3.1,59.4,8331.374,159639.876,104814.06,77785.11,6182.919,318400136.28323996,27028.95,2148.455,110638416.06179999,268754.0,1472.1976982500394,2727.6213790289676
268,HARYANA,Rewari,900332.0,474335.0,425997.0,636947.0,676509.856056491,261494.0,199449.0,69305.0,268754.0,518747.0,230704.0,150557.0,324.0,Urban,100,31.0,2.4,87.8,6450.096,235966.012,83313.74,61829.19,4786.776,470631851.27388,21484.55,1663.32,163536244.6166,268754.0,1144.068113772455,1515.5011655011656
269,HARYANA,Gurgaon,1514432.0,816690.0,697742.0,1111116.0,638666.0,472450.0,141703.0,381988.0,523691.0,875531.0,481461.69205658324,210307.0,493.0,Rural,100,39.3,3.2,65.6,16758.112,343541.2959999999,205810.56299999997,55689.278999999995,4534.496,486808322.6708799,150121.28399999999,12223.616000000002,1312286525.7644796,523691.0,344.97723347464284,763.1521861936504
270,HARYANA,Gurgaon,1514432.0,816690.0,697742.0,1111116.0,638666.0,472450.0,141703.0,381988.0,523691.0,875531.0,481461.69205658324,210307.0,493.0,Total,100,30.7,3.7,84.6,19376.567000000003,443042.58599999995,160773.137,43502.820999999996,5243.0109999999995,627804635.6395799,117270.31599999999,14133.556,1692369513.40968,523691.0,601.3611166105721,9278.541615516819
271,HARYANA,Gurgaon,1514432.0,816690.0,697742.0,1111116.0,638666.0,472450.0,141703.0,381988.0,523691.0,875531.0,481461.69205658324,210307.0,493.0,Urban,100,27.4,3.9,91.7,20423.949,480224.64700000006,143491.33399999997,38826.621999999996,5526.4169999999995,680492731.5384101,104664.712,14897.532,1834400524.5823603,523691.0,272.82414228583457,20819.386637458927
272,HARYANA,Mewat,1089263.0,571162.0,518101.0,454897.0,308435.0,146462.0,187398.0,36237.0,223635.0,790930.0,186916.0,110688.0,729.0,Rural,100,58.4,9.0,17.8,20127.15,39807.03,130602.84,109440.43199999999,16865.82,74597578.0794,21162.408,3261.33,14424873.461099999,223635.0,681.4110582937203,779.7523670793881
273,HARYANA,Mewat,1089263.0,571162.0,518101.0,454897.0,308435.0,146462.0,187398.0,36237.0,223635.0,790930.0,186916.0,110688.0,729.0,Total,100,56.3,8.5,23.4,19008.975,52330.59,125906.505,105505.07400000001,15928.83,98066479.0482,20401.430999999997,3080.145,18963035.8983,223635.0,253.76802839235825,646.6927673603957
274,HARYANA,Mewat,1089263.0,571162.0,518101.0,454897.0,308435.0,146462.0,187398.0,36237.0,223635.0,790930.0,186916.0,110688.0,729.0,Urban,100,41.2,4.8,62.5,10734.48,139771.875,92137.62,77207.97600000001,8995.104,261929698.3125,14929.644000000002,1739.376,50649134.34375,223635.0,435.77493781627925,71.15529945210656
275,HARYANA,Faridabad,1809733.0,966110.0,843623.0,1272739.0,734940.0,537799.0,87700.0,382981.0,470681.0,1095602.0,481318.0,231029.0,1784.0,Rural,100,43.2,4.3,58.6,20239.283,275819.066,203334.19200000004,37886.4,3771.1,241893320.882,165447.79200000002,16468.183,1056334617.15746,470681.0,32.95735358772608,899.8981776408543
276,HARYANA,Faridabad,1809733.0,966110.0,843623.0,1272739.0,734940.0,537799.0,87700.0,382981.0,470681.0,1095602.0,481318.0,231029.0,1784.0,Total,100,39.8,2.8,84.0,13179.067999999997,395372.04,187331.03799999997,34904.6,2455.6,346741279.08,152426.438,10723.468,1514199792.5124,470681.0,71.77553618646557,346.6459076808248
277,HARYANA,Faridabad,1809733.0,966110.0,843623.0,1272739.0,734940.0,537799.0,87700.0,382981.0,470681.0,1095602.0,481318.0,231029.0,1784.0,Urban,100,39.1,2.4,89.2,11296.344,419847.45200000005,184036.271,34290.7,2104.8,368206215.40400004,149745.571,9191.544,1607935970.1441202,470681.0,36.13573213703606,723.2609630266552
278,HARYANA,Palwal,1042708.0,554497.0,488211.0,599796.0,379696.0,220100.0,186069.0,63090.0,249159.0,684189.0,224043.0,133913.0,563.0,Rural,100,51.1,6.3,32.1,15697.017,79980.039,127320.24900000001,95081.259,11722.347,148818058.76691,32238.99,3974.67,50459406.605100006,249159.0,415.6551380113069,986.6345160179126
279,HARYANA,Palwal,1042708.0,554497.0,488211.0,599796.0,379696.0,220100.0,186069.0,63090.0,249159.0,684189.0,224043.0,133913.0,563.0,Total,100,47.5,5.6,44.4,13952.903999999999,110626.59599999999,118350.525,88382.775,10419.864,205841800.91123998,29967.75,3533.04,69794319.4164,249159.0,512.5325081476117,1567.7240285487708
